head,modified_head
alumínus,lu0mí2nus0
alúmnus,lúm2nus0
alúmqum,lúm2qum0
álun,lun0
alúndris,qúndris0
alúndris,qúndris0
áluŋ,luŋ0
áluŋ,luŋ0
aluŋqáluŋ,luŋ0qá2luŋ0
aluŋáiŋ,lu0ŋá2qiŋ0
aluŋáiŋun,lu0ŋáqáiqun0
aluŋaúg,lu0ŋa0qúg
alúŋnan,lúŋ2nan0
álup,lup0
alúp,lúp1
alupaúp,lu0pa0qúp
alupíq,lu0píq1
alúpqup,lúp2qup0
alupuúp,lu0pu0qúp
álus,lus0
paálus,pa0qaáqus0
alusíman,lu0sí2man0
alút,lút1
paalút,pa0qaa0qút
aluwíhaw,lu0wí2haw0
alúy,lúy1
alúy,lúy1
áluy,luy0
aluyán,lu0yán1
alúyuk,lú2yuk0
alúyukan,lúyu0kan0
kinaaluyukán,ki0na0qaa0lu0yu0qán
alyádu,qal0yá2du0
alyádus,qal0yá2dus0
alyánsa,qal0yán2sa0
ályas,qályas0
ályin,qályin0
amá,má1
manámuq.,ma0ná2muq0
paŋamá,pa0ŋa0má1
amaáma,ma0qaáqa0
amahán,ma0hán1
paŋamahán,pa0ŋa0ma0hán1
amáun,má2qun0
amá,má1
ámag,mag0
amagá,ma0gá1
amagqamág,mag0qa0mág1
amagán,ma0gán1
amagús,ma0gús1
amágus,má2gus0
amahán,ma0hán1
amahúŋ,ma0húŋ1
amákan,má2kan0
inamákan,na0má2kan0
ámqam,qámqam0
hiámqam,hi0qiámqam0
haámqam,ha0qaámqam0
amqám,qam0qám1
amamahúŋ,ma0ma0húŋ1
amamakúl,ma0ma0kúl1
amamalíw,ma0ma0líw1
amamáŋkas,ma0máŋ2kas0
amamáŋluy,ma0máŋ2luy0
amamáŋpaŋ,ma0máŋ2paŋ0
amamáylan,ma0máy2lan0
amáŋ,máŋ1
inamáŋ,na0máŋ1
amaŋqamáŋ,maŋ0qa0máŋ1
amáŋtan,máŋ2tan0
amánti,mán2ti0
amánus,má2nus0
amapúlun,ma0pú2lun0
amapúŋ,ma0púŋ1
amargúsu,mar0gú2su0
amarílyu,ma0ríl2yu0
amáspas,más2pas0
amasúna,ma0sú2na0
amát,mát1
ámat,mat0
paŋámat,pa0ŋá2mat0
amátuŋ,má2tuŋ0
amátyur,mát2yur0
amáun,má2qun0
amáw,máw1
amáwun,má2wun0
ámay,may0
amáyuŋ,má2yuŋ0
ámbaq,qámbaq0
ambáhan,qam0bá2han0
ámbak,qámbak0
ambakqámbak,qam0bak0qám2bak0
ámbak,qámbak0
ambakqámbak,qam0bak0qám2bak0
ambaláŋ,qam0ba0láŋ1
ambáŋ,qam0báŋ1
ambaŋúl,qam0ba0ŋúl1
ámbas,qámbas0
ámbaw,qámbaw0
ámbi,qámbi0
ámbid,qámbid0
ámbig,qámbig0
ambihás,qam0bi0hás1
ambíhas,qam0bí2has0
ambiláy,qam0bi0láy1
ámbir,qámbir0
ambisiyún,qam0bi0si0yún1
ambisyúsu,qam0bis0yú2su0
ámbit,qámbit0
ámbuq,qámbuq0
ámbug,qámbug0
paámbug,pa0qaámqug0
ambúhut,qam0bú2hut0
paambúhut,pa0qaam0bú2qut0
ambuhután,qam0bu0hu0tán1
ambulansiyá,qam0bu0lan0si0yá1
ámbuŋ,qámbuŋ0
ambúŋan,qam0bú2ŋan0
kaámbuŋ,ka0qaámquŋ0
ámbuŋ,qámbuŋ0
ambúŋan,qam0bú2ŋan0
ámbus,qámbus0
ámbut,qámbut0
paŋámbut,pa0ŋám2but0
ámbuy,qámbuy0
ámbuy,qámbuy0
ámgid,qámgid0
igqámgid,qig0qám2gid0
kaámgid,ka0qaámqid0
ámgu,qámgu0
paghiámgu,pag0hi0qiámqu0
pagkaámgu,pag0ka0qaámqu0
amíga,mí2ga0
migá,mi0gá1
amígas,mí2gas0
amígu,mí2gu0
paŋamígu,pa0ŋa0mí2gu0
migú,mi0gú1
amíhan,mí2han0
paŋamíhan,pa0ŋa0mí2han0
amihanán,mi0ha0nán1
amimihíd,mi0mi0híd1
amimihíg,mi0mi0híg1
amimíslun,mi0mís2lun0
amimitás,mi0mi0tás1
amín,mín1
aminqámin,min0qá2min0
paamín,pa0qaa0qín
amíndar,mín2dar0
Amiriká,mi0ri0ká1
Amirikána,mi0ri0ká2na0
Amirkána,mir0ká2na0
Mirkána,Mir0ká2na0
amirikanayís,mi0ri0ka0na0yís1
Amirikánu,mi0ri0ká2nu0
Amirkánu,mir0ká2nu0
Mirkánu,Mir0ká2nu0
inamirikánu,na0mi0ri0ká2nu0
amirúl,mi0rúl1
amístad,mís2tad0
amitú,mi0tú1
ámpa,qámpa0
ampaámpa,qam0pa0qaámqa0
ámpad,qámpad0
ampáhan,qam0pá2han0
ampaláya,qam0pa0lá2ya0
ampapáŋig,qam0pa0pá2ŋig0
ampará,qam0pa0rá1
ámpaw,qámpaw0
ámpay,qámpay0
ampáyir,qam0pá2yir0
ámpiŋ,qámpiŋ0
maampíŋun,ma0qaam0pí2qun0
mainampíŋun,ma0qai0nam0pí2qun0
ampityátru,qam0pit0yát2ru0
inampityátru,nam0pit0yát2ru0
ampiyún,qam0pi0yún1
paŋampiyún,pa0ŋam0pi0yún1
ampiyuníru,qam0pi0yu0ní2ru0
ampiyún,qam0pi0yún1
ámpli,qámpli0
amplipáyir,qamp0li0pá2yir0
amplipáyiran,qamp0li0páyi0ran0
ámpuq,qámpuq0
alampuanán,lam0pu0qua0qán
maampuún,ma0qaam0pu0qún
mainqampuún,ma0qain0qam0pu0qún
maalampuún,ma0qaa0lam0pu0qún
magqaámpuq,mag0qa0qaámquq0
magqalámpuq,mag0qa0lám2puq0
ampúŋul,qam0pú2ŋul0
amú,mú1
ámu,mu0
mú,mú1
paŋámu,pa0ŋá2mu0
amúq,múq1
Amúay,mú2qay0
alamúan,la0mú2qan0
ámuq,muq0
amúl,múl1
amúlan,mú2lan0
amúlun,mú2lun0
amúma,mú2ma0
amumún,mu0mún1
amumúŋ,mu0múŋ1
amumúŋgut,mu0múŋ2gut0
amumúŋpuŋ,mu0múŋ2puŋ0
amumúntag,mu0mún2tag0
amúŋ,múŋ1
paŋamúŋ,pa0ŋa0múŋ1
amuŋqámuŋ,muŋ0qá2muŋ0
amuŋqamuŋán,muŋ0qa0mu0ŋán1
maamuŋqamuŋún,ma0qaa0muŋ0qa0mu0qún
amunístal,mu0nís2tal0
amúr,múr1
amurádu,mu0rá2du0
amurál,mu0rál1
amursíku,mur0sí2ku0
kaamursíku,ka0qaa0mur0sí2qu0
amurtisasiyún,mur0ti0sa0si0yún1
amurúsu,mu0rú2su0
ámut,mut0
alamútan,la0mú2tan0
alamután,la0mu0tán1
amúti,mú2ti0
ámuy,muy0
ámuy,muy0
ámyun,qámyun0
kaámyun,ka0qaámqun0
qán,qán1
qán,qán1
qán,qán1
qán,qán1
qán(→),qán1
qánq,qán1
ánā̀,0
ánaq,naq0
anáa,ná2qa0
náa,ná2qa0
pagkaanáa,pag0ka0qaa0ná2qa0
pakaanáa,pa0ka0qaa0ná2qa0
anaáhun,na0qaáqun0
ánab,nab0
anabú,na0bú1
anábyuŋ,náb2yuŋ0
ánad,nad0
anád,nád1
anarán,na0rán1
ánag,nag0
inánag,ná2nag0
anagún,na0gún1
anagunán,na0gu0nán1
anagási,na0gá2si0
anagú,na0gú1
anágu,ná2gu0
anaháq,na0háq1
anáhaw,ná2haw0
anák,nák1
Ának,nak0
paanák,pa0qaa0qák
palaaŋkanán,pa0la0qaaŋ0ka0qán
pinaáŋkan,pi0na0qaáŋqan0
paŋanák,pa0ŋa0nák1
paŋának,pa0ŋá2nak0
pinaŋanák,pi0na0ŋa0nák1
anakqának,nak0qá2nak0
áŋkan,qáŋkan0
paáŋkan,pa0qaáŋqan0
aŋkánun,qaŋ0ká2nun0
aláŋkan,láŋ2kan0
hináŋkan,hi0náŋ2kan0
hiŋáŋkan,hi0ŋáŋ2kan0
igqának,qig0qá2nak0
igqalának,qig0qa0lá2nak0
inanák,na0nák1
magqalának,mag0qa0lá2nak0
taliának,ta0li0qiáqak0
umaának,ma0qaáqak0
ánakun,na0kun0
palaának,pa0la0qaáqak0
anám,nám1
paanám,pa0qaa0qám
qanán,qa0nán1
qanán(→),qa0nán1
ánqan,qánqan0
ananáklaw,na0nák2law0
ananákyud,na0nák2yud0
ananámsi,na0nám2si0
ananáŋgal,na0náŋ2gal0
ananáŋkil,na0náŋ2kil0
anapúg,na0púg1
anapugán,na0pu0gán1
anapugún,na0pu0gún1
ánas,nas0
ánaw,naw0
ánaw,naw0
anáwnsir,qáwnsir0
anáy,náy1
anayún,na0yún1
ánayun,na0yun0
alanayún,la0na0yún1
anayúnun,na0yú2nun0
anáy,náy1
ánay,nay0
ánay,nay0
paŋánay,pa0ŋá2nay0
qanáy,qa0náy1
anayqanáy,nay0qa0náy1
ánda,qánda0
ánda,qánda0
andadúr,qan0da0dúr1
ándak,qándak0
paŋándak,pa0ŋán2dak0
andakán,qan0da0kán1
mapaŋandákun,ma0pa0ŋan0dá2kun0
maŋandákun,ma0ŋan0dá2kun0
ándam,qándam0
paŋándam,pa0ŋán2dam0
mapaŋandámun,ma0pa0ŋan0dá2mun0
andámyu,qan0dám2yu0
andána,qan0dá2na0
ándar,qándar0
hiŋándar,hi0ŋán2dar0
andarúl,qan0da0rúl1
ándas,qándas0
ándaw,qándaw0
andáyag,qan0dá2yag0
andáyun,qan0dá2yun0
ándiŋ,qándiŋ0
ándir,qándir0
ándu,qándu0
ánduq,qánduq0
andúhay,qan0dú2hay0
anduhúnun,qan0du0hú2nun0
ánduq,qánduq0
ánduq,qánduq0
andúhaw,qan0dú2haw0
andúhay,qan0dú2hay0
áŋ,ŋ0
áŋa,ŋa0
áŋa,ŋa0
aŋáaŋ,ŋá2qaŋ0
áŋal,ŋal0
áŋalan,ŋa0lan0
aŋalaskálas,ŋa0las0ká2las0
aŋanqáŋan,ŋan0qá2ŋan0
áŋqaŋ,qáŋqaŋ0
aŋqaŋán,qaŋ0qa0ŋán1
aŋát,ŋát1
aŋát,ŋát1
áŋat,ŋat0
paŋáŋat,pa0ŋá2ŋat0
aŋatún,ŋa0tún1
áŋay,ŋay0
aŋáy,ŋáy1
paáŋay,pa0qaáqay0
pahiáŋay,pa0hi0qiáqay0
paaŋáy,pa0qaa0qáy
paaŋayán,pa0qaa0ŋa0qán
kaaŋáyan,ka0qaa0ŋá2qan0
maaŋáyun,ma0qaa0ŋá2qun0
makiaŋáyun,ma0ki0qia0ŋá2qun0
áŋduq,qáŋduq0
maaŋduún,ma0qaaŋ0du0qún
áŋgaq,qáŋgaq0
áŋgal,qáŋgal0
áŋgid,qáŋgid0
áŋguy,qáŋguy0
áŋhal,qáŋhal0
paáŋhal,pa0qaáŋqal0
áŋhaw,qáŋhaw0
áŋhil,qáŋhil0
aŋhiliká,qaŋ0hi0li0ká1
aŋhíŋhu,qaŋ0híŋ2hu0
áŋhit,qáŋhit0
kaáŋhit,ka0qaáŋqit0
aŋíiŋ,ŋí2qiŋ0
aŋílan,ŋí2lan0
áŋin,ŋin0
aŋítŋit,ŋít2ŋit0
áŋka,qáŋka0
áŋkab,qáŋkab0
áŋkas,qáŋkas0
aŋkasanán,qaŋ0ka0sa0nán1
áŋkat,qáŋkat0
maŋaláŋkat,ma0ŋa0láŋ2kat0
maŋaáŋkat,ma0ŋa0qaáŋqat0
áŋkla,qáŋkla0
áŋkub,qáŋkub0
áŋkun,qáŋkun0
maŋaáŋkun,ma0ŋa0qaáŋqun0
hiŋáŋkun,hi0ŋáŋ2kun0
aŋkuníru,qaŋ0ku0ní2ru0
áŋlit,qáŋlit0
áŋsu,qáŋsu0
kaáŋsu,ka0qaáŋqu0
aŋsúhan,qaŋ0sú2han0
áŋsud,qáŋsud0
áŋtad,qáŋtad0
paáŋtag,pa0qaáŋqag0
áŋtud,qáŋtud0
aŋturún,qaŋ0tu0rún1
aŋuaŋú,ŋu0qua0qú
aŋuaŋuhún,ŋu0qua0ŋu0qún
aŋúl,ŋúl1
áŋul,ŋul0
aŋulqaŋúl,ŋul0qa0ŋúl1
aŋulunkulún,ŋu0lun0ku0lún1
aŋús,ŋús1
aŋút,ŋút1
áŋut,ŋut0
áŋut,ŋut0
ánhaq,qánhaq0
anhaán,qan0ha0qán
hiánhaq,hi0qiánqaq0
haánhaq,ha0qaánqaq0
kaanhaún,ka0qaan0ha0qún
ánhi,qánhi0
anhián,qan0hi0qán
hiánhi,hi0qiánqi0
haánhi,ha0qaánqi0
kaanhiún,ka0qaan0hi0qún
ánhin,qánhin0
ánhiŋ,qánhiŋ0
ánhuy,qánhuy0
áni,ni0
ináni,ná2ni0
anía,ní2qa0
aniág,ni0qág
ánib,nib0
ánib,nib0
kaánib,ka0qaáqib0
aníbal,ní2bal0
anibirsáryu,ni0bir0sár2yu0
aníbuŋ,ní2buŋ0
anígqig,níg2qig0
aníhag,ní2hag0
anií,ni0qí
anikád,ni0kád1
anílaw,ní2law0
anílyu,níl2yu0
animál,ni0mál1
animár,ni0már1
animás,ni0más1
paŋanimás,pa0ŋa0ni0más1
animasiyún,ni0ma0si0yún1
anímik,ní2mik0
animikú,ni0mi0kú1
animú,ni0mú1
anímya,ním2ya0
anínag,ní2nag0
anínaw,ní2naw0
aníndut,nín2dut0
maaníndut,ma0qaa0nín2qut0
aninikád,ni0ni0kád1
aniníŋsiŋ,ni0níŋ2siŋ0
aniníput,ni0ní2put0
paŋaniníput,pa0ŋa0ni0ní2put0
anínu,ní2nu0
paŋanínu,pa0ŋa0ní2nu0
anipáy,ni0páy1
anís,nís1
anisádu,ni0sá2du0
ánis,nis0
ánist,nis0
anisáy,ni0sáy1
anísqis,nís2qis0
aníslag,nís2lag0
anistísya,nis0tís2ya0
ánit,nit0
anítu,ní2tu0
aníyu,ní2yu0
ánlit,qánlit0
ánsir,qánsir0
ansiyánu,qan0si0yá2nu0
ánsu,qánsu0
ánsuy,qánsuy0
ántad,qántad0
antagunísmu,qan0ta0gu0nís2mu0
antáhay,qan0tá2hay0
ántak,qántak0
ántaw,qántaw0
paántaw,pa0qaánqaw0
ánti,qánti0
ántiq,qántiq0
ánti,qánti0
antibayutikú,qan0ti0ba0yu0ti0kú1
antígu,qan0tí2gu0
inantigú,nan0ti0gú1
antíhay,qan0tí2hay0
antikrístu,qan0tik0rís2tu0
antimánu,qan0ti0má2nu0
antína,qan0tí2na0
antiŋqántiŋ,qan0tiŋ0qán2tiŋ0
antipára,qan0ti0pá2ra0
antipás,qan0ti0pás1
antipatikú,qan0ti0pa0ti0kú1
antipúlu,qan0ti0pú2lu0
antipún,qan0ti0pún1
antipúna,qan0ti0pú2na0
antirábis,qan0ti0rá2bis0
ántis,qántis0
antisiptikú,qan0ti0sip0ti0kú1
antisípu,qan0ti0sí2pu0
antitírhi,qan0ti0tír2hi0
antiúhus,qan0ti0qiúqus0
antiyúhus,qan0ti0yú2hus0
ántū̀,0
antúan,qan0tú2qan0
antúbuŋ,qan0tú2buŋ0
ántud,qántud0
ántug,qántug0
antugán,qan0tu0gán1
antugún,qan0tu0gún1
ántug,qántug0
antúhuy,qan0tú2huy0
antúlaŋ,qan0tú2laŋ0
antuláŋa,qan0tu0lá2ŋa0
antulíhaw,qan0tu0lí2haw0
antulíhawun,qan0tu0líha0wun0
antúluq,qan0tú2luq0
ántus,qántus0
alantúsun,lan0tú2sun0
mainantúsun,ma0qai0nan0tú2qun0
maantúsun,ma0qaan0tú2qun0
antutú,qan0tu0tú1
antuwáŋa,qan0tu0wá2ŋa0
anú,nú1
ánud,nud0
anúd,núd1
patiánud,pa0ti0qiáqud0
paanúd,pa0qaa0qúd
paŋánud,pa0ŋá2nud0
kapaŋanúran,ka0pa0ŋa0nú2ran0
paŋanúrun,pa0ŋa0nú2run0
anugás,nu0gás1
anúgun,nú2gun0
paŋanúgun,pa0ŋa0nú2gun0
anugút,nu0gút1
anúhus,nú2hus0
anúk,núk1
ánuk,nuk0
paanúk,pa0qaa0qúk
anulár,nu0lár1
anumalíya,nu0ma0lí2ya0
qanún,qa0nún1
ánqun,qánqun0
anúnaŋ,nú2naŋ0
anúnaŋ,nú2naŋ0
anúnas,nú2nas0
anunimús,nu0ni0mús1
anunsiyú,nun0si0yú1
anunúgba,nu0núg2ba0
anunúgbu,nu0núg2bu0
anupúg,nu0púg1
anúpqup,núp2qup0
ánur,nur0
anúsqa,nús2qa0
anút,nút1
anutasiyún,nu0ta0si0yún1
anúus,nú2qus0
anuwál,nu0wál1
ányag,qányag0
kaányag,ka0qaánqag0
maányag,ma0qaánqag0
ányil,qányil0
ányu,qányu0
ányus,qányus0
apá,pá1
ápa,pa0
apáhap,pá2hap0
apáli,pá2li0
apán,pán1
apanqápan,pan0qá2pan0
apán,pán1
apanqapán,pan0qa0pán1
apanqapán,pan0qa0pán1
apqandawún,qap0qan0da0wún1
ápqap,qápqap0
apapáŋig,pa0pá2ŋig0
apapáŋigun,pa0páŋi0gun0
aparadúr,pa0ra0dúr1
aparátu,pa0rá2tu0
aparísyun,pa0rís2yun0
apártmin,qártmin0
apártmint,qártmin0
ápas,pas0
apás,pás1
apasqapás,pas0qa0pás1
apasqápas,pas0qá2pas0
paápas,pa0qaáqas0
apsunún,qap0su0nún1
alapsunún,lap0su0nún1
apát,pát1
ápaw,paw0
apáy,páy1
apáy,páy1
apáyud,pá2yud0
paŋapáyud,pa0ŋa0pá2yud0
ápdu,qápdu0
ápid,pid0
apidqapíd,pid0qa0píd1
apidábit,pi0dá2bit0
apíki,pí2ki0
apíkta,pík2ta0
apíktǎr,pík1
apíl,píl1
apilqapíl,pil0qa0píl1
maŋgiapilqapilún,maŋ0gi0qia0pil0qa0pi0qún
maŋaápil,ma0ŋa0qaáqil0
apilár,pi0lár1
apilasiyún,pi0la0si0yún1
apílu,pí2lu0
apilyídu,pil0yí2du0
apíndiks,pín2dik0
apindisáytis,pin0di0sáy2tis0
ápiŋ,piŋ0
paŋápiŋ,pa0ŋá2piŋ0
kaápiŋan,ka0qaápi0qan0
apínig,pí2nig0
apír,pír1
ápir,pir0
apirmatíbu,pir0ma0tí2bu0
apisiyún,pi0si0yún1
apisiyunáda,pi0si0yu0ná2da0
apisiyunádu,pi0si0yu0ná2du0
apítuŋ,pí2tuŋ0
ápla,qápla0
áplay,qáplay0
aplikasiyún,qap0li0ka0si0yún1
áplud,qáplud0
Apriká,Ap0ri0ká1
Aprikaná,Ap0ri0ka0ná1
Aprikanú,Ap0ri0ka0nú1
apríndis,qap0rín2dis0
apríntis,qap0rín2tis0
apríta,qap0rí2ta0
aprítadu,qap0ríta0du0
apritáda,qap0ri0tá2da0
aprubár,qap0ru0bár1
aprubádu,qap0ru0bá2du0
áptan,qáptan0
apú,pú1
paŋapú,pa0ŋa0pú1
apuhán,pu0hán1
ápuq,puq0
apúd,púd1
ápud,pud0
maŋápud,ma0ŋá2pud0
paŋqápud,paŋ0qá2pud0
apudqapúd,pud0qa0púd1
ápug,pug0
alapugán,la0pu0gán1
ápug,pug0
ápul,pul0
ápul,pul0
apúŋ,púŋ1
ápuŋ,puŋ0
apuntadúr,pun0ta0dúr1
apuntasiyún,pun0ta0si0yún1
apúnti,pún2ti0
apúntin,pún2tin0
Alístu,lís2tu0
púygu,púy2gu0
apúpa,pú2pa0
paapúpa,pa0qaa0pú2qa0
apurá,pu0rá1
apurádu,pu0rá2du0
apúru,pú2ru0
apús,pús1
apustrupí,qust0ru0pí1
apústǔl,pús1
apústǔl,pús1
apustulís,pus0tu0lís1
apuwíntmint,pu0qíntmin0
apúy,púy1
apúya,pú2ya0
apuyús,pu0yús1
ápyu,qápyu0
ápyug,qápyug0
apyugún,qap0yu0gún1
áraq,raq0
árab,rab0
aráb,ráb1
árab,rab0
arabí,ra0bí1
arabún,ra0bún1
arábya,ráb2ya0
aradúr,ra0dúr1
árag,rag0
aráŋ,ráŋ1
waláy,wa0láy1
áraŋ,raŋ0
araŋán,ra0ŋán1
araŋqaráŋ,raŋ0qa0ráŋ1
maaraŋqaráŋ,ma0qaa0raŋ0qa0qáŋ
karaŋán,ka0ra0ŋán1
áraŋ,raŋ0
aráŋka,ráŋ2ka0
aráŋka,ráŋ2ka0
aráŋkǎr,ráŋ1
aránsil,rán2sil0
aránya,rán2ya0
arányas,rán2yas0
arapál,ra0pál1
aráru,rá2ru0
áras,ras0
áras,ras0
arásun,rá2sun0
áras,ras0
arásti,rás2ti0
paŋarásti,pa0ŋa0rás2ti0
arástri,qástri0
árat,rat0
árat,rat0
paárat,pa0qaáqat0
arawkárya,raw0kár2ya0
aráy,ráy1
aráy,ráy1
arayís,ra0yís1
árbul,qárbul0
árbul,qárbul0
arbuláryu,qar0bu0lár2yu0
paarbuláryu,pa0qaar0bu0lár2qu0
argabyádu,qar0gab0yá2du0
argábyu,qar0gáb2yu0
argardúlsi,qar0gar0dúl2si0
árgh,0
argúlya,qar0gúl2ya0
argumíntu,qar0gu0mín2tu0
arí,rí1
mariká,ma0ri0ká1
ári,ri0
hiarí,hi0qia0qí
haarí,ha0qaa0qí
arián,ri0qán
ariúnun,ri0qiúqun0
alaríun,la0rí2qun0
ári,ri0
aríba,rí2ba0
aribadúr,ri0ba0dúr1
aríba,rí2ba0
aríba,rí2ba0
aribáda,ri0bá2da0
arigláda,rig0lá2da0
arigládu,rig0lá2du0
aríglǎr,ríg1
paŋaríglǎr,pa0ŋa0ríg1
aríglu,ríg2lu0
arikmitík,rik0mi0tík1
arimadúr,ri0ma0dúr1
arimár,ri0már1
arína,rí2na0
aríndu,rín2du0
aríŋkil,ríŋ2kil0
arinúla,ri0nú2la0
arísgǎr,rís1
paŋarísgǎr,pa0ŋa0rís1
arisgádu,ris0gá2du0
arístǎr,rís1
aristádu,ris0tá2du0
arístu,rís2tu0
aristukratá,ris0tuk0ra0tá1
árit,rit0
arítis,rí2tis0
aritmitík,rit0mi0tík1
aritmitiká,rit0mi0ti0ká1
aritmitikú,rit0mi0ti0kú1
arítus,rí2tus0
aríya,rí2ya0
aríya,rí2ya0
ariyádu,ri0yá2du0
ariyús,ri0yús1
paŋariyús,pa0ŋa0ri0yús1
árk,0
árka,qárka0
arkabála,qar0ka0bá2la0
arkáŋhil,qar0káŋ2hil0
arkáydi,qar0káy2di0
arkilá,qar0ki0lá1
arkitíktu,qar0ki0tík2tu0
arkitikturá,qar0ki0tik0tu0rá1
árku,qárku0
arkuhúl,qar0ku0húl1
árkus,qárkus0
armáda,qar0má2da0
armádu,qar0má2du0
armamíntu,qar0ma0mín2tu0
ármar,qármar0
ármas,qármas0
armátyur,qar0mát2yur0
ármi,qármi0
armikát,qar0mi0kát1
paarmikát,pa0qaar0mi0qát
armirúl,qar0mi0rúl1
armistísyu,qar0mis0tís2yu0
armúnyum,qar0mún2yum0
armúnyun,qar0mún2yun0
arníbal,qar0ní2bal0
arniká,qar0ni0ká1
arniká,qar0ni0ká1
árnis,qárnis0
árpa,qárpa0
arpilír,qar0pi0lír1
arpiríl,qar0pi0ríl1
ársa,qársa0
arsií,qar0si0qí
arsubíspu,qar0su0bís2pu0
arsubispádu,qar0su0bis0pá2du0
árt.,0
ártal,qártal0
árti,qárti0
artiárti,qar0ti0qiárqi0
paárti,pa0qaárqi0
paŋárti,pa0ŋár2ti0
diárti,di0qiárqi0
artikulú,qar0ti0ku0lú1
artiliyiríya,qar0ti0li0yi0rí2ya0
artipísyal,qar0ti0pís2yal0
artísta,qar0tís2ta0
inartísta,nar0tís2ta0
artisyánu,qar0tis0yá2nu0
áruq,ruq0
kaáruq,ka0qaáquq0
paáruq,pa0qaáquq0
arúk,rúk1
arukán,ru0kán1
arúl,rúl1
arúma,rú2ma0
arún,rún1
paarunqárun,pa0qaa0run0qá2qun0
arún,rún1
árun,run0
arúnsa,rún2sa0
arús,rús1
arús,rús1
arqutísi,qar0qu0tí2si0
aruwákaq,ru0wá2kaq0
arúy,rúy1
árya,qárya0
áryat,qáryat0
ináryat,nár2yat0
aryíndu,qar0yín2du0
asá,sá1
ása,sa0
iása,qiása0
maása,ma0qaáqa0
hiása,hi0qiáqa0
haása,ha0qaáqa0
ása,sa0
ása,sa0
asádu,sá2du0
asál,sál1
aslunún,qas0lu0nún1
aláslun,lás2lun0
inasál,na0sál1
asamblíya,qamb0lí2ya0
ásqas,qásqas0
asáwa,sá2wa0
paŋasáwa,pa0ŋa0sá2wa0
paasáwa,pa0qaa0sá2qa0
papaŋasáwa,pa0pa0ŋa0sá2wa0
maŋalasawá,ma0ŋa0la0sa0wá1
igpaŋaasawá,qig0pa0ŋa0qaa0sa0qá
paŋasawqunún,pa0ŋa0saw0qu0nún1
paŋalasáwqun,pa0ŋa0la0sáw2qun0
asáyti,sáy2ti0
asbístus,qas0bís2tus0
ásdaŋ,qásdaŋ0
ásgad,qásgad0
inásgad,nás2gad0
ási,si0
asiasí,si0qia0qí
maŋgiasiasihún,maŋ0gi0qia0si0qia0si0qún
maasiasihún,ma0qaa0si0qia0si0qún
asiasihún,si0qia0si0qún
asidú,si0dú1
asikásu,si0ká2su0
asiláda,si0lá2da0
asílu,sí2lu0
asíman,sí2man0
asín,sín1
inasín,na0sín1
alasínan,la0sí2nan0
paŋqasínan,paŋ0qa0sí2nan0
asinqásin,sin0qá2sin0
asínda,sín2da0
asindíru,sin0dí2ru0
asinsiyún,sin0si0yún1
asínsu,sín2su0
ásqip,qásqip0
paásqip,pa0qaásqip0
asír,sír1
paasír,pa0qaa0qír
asíras,sí2ras0
asiráwu,si0rá2wu0
asíru,sí2ru0
asistinsiyá,sis0tin0si0yá1
asístǐr,sís1
asíti,sí2ti0
asitíra,si0tí2ra0
asitún,si0tún1
áslay,qáslay0
áslum,qáslum0
ásnat,qásnat0
ásnu,qásnu0
aspáltu,qas0pál2tu0
aspaltádu,qas0pal0tá2du0
asparagús,qas0pa0ra0gús1
aspiránti,qas0pi0rán2ti0
aspirasiyún,qas0pi0ra0si0yún1
aspirín,qas0pi0rín1
aspirína,qas0pi0rí2na0
ásta,qásta0
ástri,qástri0
astrunáwta,qast0ru0náw2ta0
astrunumíya,qast0ru0nu0mí2ya0
astrunumú,qast0ru0nu0mú1
astrunút,qast0ru0nút1
asú,sú1
paasú,pa0qaa0qú
asuasú,su0qua0qú
alasúhan,la0sú2han0
ásud,sud0
asudqasúd,sud0qa0súd1
asúgi,sú2gi0
asúkal,sú2kal0
asúkar,sú2kar0
asukaríra,su0ka0rí2ra0
asúl,súl1
asúntiŋ,sún2tiŋ0
asúntu,sún2tu0
asúpli,súp2li0
asúpri,súp2ri0
asús,sús1
asusasiyún,su0sa0si0yún1
asusíluy,su0sí2luy0
asusína,su0sí2na0
asusínas,su0sí2nas0
asusísyun,su0sís2yun0
asúsyit,sús2yit0
asutíya,su0tí2ya0
asúus,sú2qus0
ásuy,suy0
hinásuy,hi0ná2suy0
alasúyun,la0sú2yun0
áswaŋ,qáswaŋ0
áswas,qáswas0
áswat,qáswat0
Ásya,Ás0ya0
asyínda,qas0yín2da0
asyíti,qas0yí2ti0
ásyus,qásyus0
paŋásyus,pa0ŋás2yus0
asyúsa,qas0yú2sa0
asyúsu,qas0yú2su0
asyútis,qas0yú2tis0
át,t0
átaq,taq0
kaátaq,ka0qaáqaq0
átab,tab0
paátab,pa0qaáqab0
pasiátab,pa0si0qiáqab0
pasiatáb,pa0si0qia0qáb
átab,tab0
atábay,tá2bay0
átad,tad0
atádu,tá2du0
atáhu,tá2hu0
átak,tak0
atakár,ta0kár1
atáki,tá2ki0
atáman,tá2man0
atáŋ,táŋ1
átaŋ,taŋ0
átaŋ,taŋ0
atáru,tá2ru0
átas,tas0
atás,tás1
átqat,qátqat0
átqat,qátqat0
atatalú,ta0ta0lú1
atáy,táy1
atayqátay,tay0qá2tay0
átay,tay0
